"Cust_ID";"Contract_date";"Package";"Gender";"Age";"Marital_Status";"Living_Condition";"Graduation";"Job_Type";"Income";"Peak_minute_09";"Weekend_minute_09";"Offpeak_minute_09";"Offpeak_nr_09";"Peak_nr_09";"Weekend_nr_09";"Selfnet_minute_09";"Fixed_minute_09";"Othermob_minute_09";"Voicemail_nr_09";"Voicemail_minute_09";"SMS_09";"Peak_minute_10";"Weekend_minute_10";"Offpeak_minute_10";"Offpeak_nr_10";"Peak_nr_10";"Weekend_nr_10";"Selfnet_minute_10";"Fixed_minute_10";"Othermob_minute_10";"Voicemail_nr_10";"Voicemail_minute_10";"SMS_10";"Peak_minute_11";"Weekend_minute_11";"Offpeak_minute_11";"Offpeak_nr_11";"Peak_nr_11";"Weekend_nr_11";"Selfnet_minute_11";"Fixed_minute_11";"Othermob_minute_11";"Voicemail_nr_11";"Voicemail_minute_11";"SMS_11";"Peak_minute_12";"Weekend_minute_12";"Offpeak_minute_12";"Offpeak_nr_12";"Peak_nr_12";"Weekend_nr_12";"Selfnet_minute_12";"Fixed_minute_12";"Othermob_minute_12";"Voicemail_nr_12";"Voicemail_minute_12";"SMS_12"
"ID7750600";"10/16/2004";"PACK_B";"Male";45.0;"Married";"Owner";"Highschool";"Retired";"15_30k";6.67;3.0;4.03;11.0;11.0;5.0;0.0;0.0;13.7;26.0;13.7;1.0;9.28;6.38;7.37;11.0;18.0;8.0;0.6;0.02;22.42;35.0;23.03;2.0;19.77;5.12;11.7;9.0;23.0;5.0;0.67;1.88;34.03;36.0;36.58;1.0;6.32;9.35;5.82;7.0;11.0;8.0;0.0;1.25;19.07;25.0;20.32;0.0
"ID7751095";"01/27/2005";"PACK_Z";"Female";23.0;"Single";"Owner";"Highschool";"Labourer";"30_60k";18.43;32.37;48.73;56.0;38.0;33.0;12.97;0.0;91.78;37.0;104.75;105.0;3.4;122.45;50.4;30.0;19.0;67.0;75.07;0.0;111.72;53.0;186.78;85.0;87.57;167.67;218.37;47.0;116.0;107.0;224.68;0.0;257.7;122.0;483.27;196.0;16.27;63.98;66.92;92.0;39.0;109.0;75.47;1.72;86.28;50.0;161.73;249.0
"ID7751161";"12/28/2004";"PACK_B";"Male";44.0;"Married";"Owner";"Highschool";"Executive";"30_60k";5.22;3.45;28.85;7.0;7.0;4.0;1.03;0.2;36.28;18.0;37.52;0.0;7.28;4.3;29.78;11.0;4.0;3.0;0.07;0.0;41.3;15.0;41.37;3.0;0.63;8.48;13.67;4.0;1.0;6.0;5.25;0.0;10.05;8.0;15.3;0.0;1.27;0.12;6.6;1.0;4.0;1.0;0.45;0.0;7.53;6.0;7.98;0.0
"ID7751339";"01/12/2005";"PACK_B";"Male";36.0;"Married";"Other";"Highschool";"Labourer";"Below_15k";120.33;16.8;81.83;30.0;86.0;21.0;90.78;19.97;108.22;133.0;218.97;4.0;49.87;20.57;26.53;12.0;58.0;23.0;38.55;16.97;41.45;86.0;96.97;7.0;49.87;5.93;16.18;14.0;47.0;6.0;34.18;17.1;19.92;57.0;71.2;8.0;65.23;14.28;41.78;14.0;48.0;10.0;72.95;2.53;35.57;61.0;111.05;5.0
"ID7753184";"07/16/2005";"PACK_C";"Male";26.0;"Single";"Owner";"University";"Public_Employee";"Below_15k";28.88;45.87;82.13;56.0;92.0;83.0;64.4;0.28;104.62;156.0;169.3;97.0;25.3;55.95;43.18;85.0;62.0;88.0;109.35;1.58;59.38;199.0;170.32;89.0;86.93;66.0;44.02;79.0;92.0;66.0;107.57;0.0;112.15;192.0;219.72;93.0;55.4;46.72;32.33;62.0;113.0;83.0;130.75;3.08;59.28;206.0;194.57;118.0
"ID7753959";"06/02/2005";"PACK_Z";"Female";54.0;"Married";"Owner";"Highschool";"Labourer";"Below_15k";9.28;31.83;32.8;28.0;23.0;23.0;68.0;0.55;6.03;71.0;74.58;6.0;4.07;46.38;39.33;30.0;14.0;38.0;74.12;5.77;11.88;59.0;91.77;28.0;9.57;61.72;60.92;45.0;12.0;37.0;95.93;18.65;15.75;83.0;130.33;13.0;5.18;54.92;68.1;35.0;14.0;23.0;91.93;22.87;6.22;66.0;121.02;8.0
"ID7754992";"07/29/2005";"PACK_Z";"Male";20.0;"Single";"Family_Member";"University";"Public_Employee";"30_60k";130.1;47.45;150.07;80.0;103.0;36.0;114.73;10.65;281.9;224.0;419.98;19.0;107.32;63.8;255.73;126.0;78.0;63.0;67.65;13.17;432.65;303.0;528.17;21.0;127.65;48.62;110.55;76.0;98.0;68.0;77.23;1.88;228.22;252.0;319.4;26.0;124.0;57.65;122.72;87.0;89.0;68.0;41.75;7.02;245.83;236.0;324.98;37.0
"ID7755918";"08/11/2005";"PACK_X";"Male";24.0;"Married";"Rent";"Highschool";"Labourer";"15_30k";0.02;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.02;1.0;0.02;0.0;0.05;0.03;0.98;4.0;3.0;3.0;0.95;0.0;0.12;8.0;1.07;2.0;0.98;0.0;0.0;5.0;11.0;3.0;0.0;0.7;0.28;2.0;0.98;16.0;1.17;0.0;8.2;14.0;14.0;6.0;8.13;0.0;2.45;13.0;10.58;26.0
"ID7827585";"04/08/2005";"PACK_X";"Male";48.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";21.3;87.77;123.03;48.0;43.0;25.0;204.17;0.0;27.88;52.0;232.1;64.0;58.32;4.48;82.15;41.0;54.0;21.0;56.82;9.02;79.12;66.0;144.95;50.0;13.62;8.45;9.7;61.0;57.0;23.0;10.78;4.22;16.05;39.0;31.77;100.0;23.12;18.8;61.13;72.0;48.0;28.0;40.27;0.3;83.48;35.0;124.05;107.0
"ID7850090";"12/31/2004";"PACK_A";"Male";20.0;"Single";"Owner";"University";"Public_Employee";"30_60k";53.32;10.67;44.5;36.0;61.0;16.0;8.08;5.32;90.83;94.0;108.48;19.0;39.03;22.72;20.12;20.0;58.0;23.0;22.3;2.52;53.98;92.0;81.87;9.0;14.9;12.1;22.08;32.0;37.0;19.0;6.4;0.0;42.53;68.0;48.93;18.0;27.8;9.02;22.93;25.0;46.0;19.0;19.45;0.0;34.4;74.0;56.65;12.0
"ID7850100";"10/10/2004";"PACK_Z";"Male";33.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";0.0;0.13;0.13;1.0;0.0;2.0;0.27;0.0;0.0;3.0;0.27;0.0;0.0;53.55;0.05;24.0;10.0;54.0;53.6;0.0;0.0;4.0;53.6;105.0;0.13;16.98;0.0;33.0;55.0;87.0;21.02;0.0;0.0;14.0;21.02;196.0;1.5;0.03;0.0;28.0;46.0;48.0;1.53;0.0;0.0;2.0;1.53;137.0
"ID7850126";"10/15/2004";"PACK_B";"Male";28.0;"Married";"Owner";"Highschool";"Labourer";"Over_60k";30.45;50.83;26.28;16.0;14.0;10.0;2.85;0.0;104.72;30.0;107.57;10.0;29.25;0.0;54.17;14.0;9.0;2.0;2.83;0.07;80.52;19.0;83.42;6.0;41.4;26.03;25.97;48.0;67.0;28.0;24.0;1.1;61.78;66.0;86.88;63.0;34.58;9.77;6.17;17.0;61.0;29.0;1.12;0.72;48.58;59.0;50.42;38.0
"ID7854601";"07/11/2005";"PACK_B";"Female";22.0;"Single";"Family_Member";"University";"Public_Employee";"15_30k";0.0;0.05;0.05;1.0;0.0;1.0;0.1;0.0;0.0;2.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID7950128";"12/13/2004";"PACK_B";"Male";39.0;"Married";"Owner";"Highschool";"Executive";"Over_60k";58.67;10.65;6.25;9.0;50.0;17.0;44.0;3.02;28.55;65.0;75.57;11.0;25.83;9.87;2.67;1.0;27.0;10.0;17.13;6.4;14.83;37.0;38.37;1.0;35.98;1.05;15.87;8.0;43.0;3.0;24.9;4.47;23.53;44.0;52.9;10.0;22.53;8.98;3.93;10.0;53.0;20.0;15.8;9.8;9.97;57.0;35.27;21.0
"ID7950403";"10/15/2004";"PACK_C";"Male";26.0;"Married";"Owner";"Highschool";"Executive";"Below_15k";23.1;28.82;49.75;45.0;41.0;31.0;69.9;0.38;35.42;136.0;105.4;17.0;12.07;20.88;23.02;19.0;26.0;90.0;47.63;0.0;38.03;229.0;85.67;18.0;18.97;41.4;34.37;29.0;36.0;39.0;68.78;2.13;40.22;276.0;111.02;26.0;32.27;12.72;12.75;15.0;43.0;21.0;83.33;0.0;8.62;155.0;91.83;22.0
"ID7950878";"01/30/2005";"PACK_B";"Male";40.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";0.13;0.0;0.0;0.0;1.0;0.0;0.13;0.0;0.0;1.0;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID7951423";"12/01/2004";"PACK_X";"Male";48.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";3.82;0.97;3.25;3.0;6.0;2.0;3.3;0.0;4.73;8.0;8.03;3.0;4.58;6.9;6.67;11.0;13.0;15.0;13.03;1.25;3.87;30.0;18.15;9.0;7.78;15.33;28.9;15.0;9.0;11.0;47.6;0.38;4.03;29.0;52.02;6.0;9.0;0.95;2.85;18.0;14.0;11.0;17.73;0.0;3.13;20.0;20.87;15.0
"ID7951771";"06/07/2005";"PACK_X";"Female";36.0;"Married";"Owner";"University";"Public_Employee";"Below_15k";7.92;8.37;5.65;3.0;12.0;8.0;0.88;0.8;20.25;22.0;21.93;1.0;47.52;7.82;2.93;4.0;32.0;7.0;5.25;6.7;46.32;38.0;58.27;5.0;17.63;5.87;4.55;3.0;25.0;5.0;2.72;0.15;25.18;32.0;28.05;1.0;10.05;2.37;0.0;0.0;14.0;3.0;0.0;2.92;11.23;20.0;14.15;0.0
"ID7952109";"02/05/2005";"PACK_B";"Male";25.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";4.75;0.38;0.7;4.0;3.0;3.0;4.88;0.17;0.78;9.0;5.83;1.0;11.3;9.27;2.42;12.0;12.0;22.0;3.85;0.7;18.43;27.0;22.98;19.0;2.95;1.23;5.27;6.0;10.0;11.0;1.15;0.45;7.27;8.0;8.87;18.0;3.43;0.0;2.03;8.0;23.0;12.0;2.72;0.0;3.18;9.0;5.9;23.0
"ID7952455";"04/29/2005";"PACK_B";"Female";25.0;"Single";"Owner";"Highschool";"Labourer";"Below_15k";0.0;0.08;0.0;0.0;0.0;1.0;0.0;0.0;0.08;1.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID7952929";"02/27/2005";"PACK_B";"Female";23.0;"Single";"Owner";"University";"Public_Employee";"15_30k";27.12;29.32;25.35;32.0;52.0;39.0;39.12;4.78;37.88;96.0;81.78;27.0;51.22;45.17;28.75;47.0;84.0;42.0;82.9;0.17;40.73;132.0;125.13;41.0;69.83;50.22;95.78;145.0;125.0;111.0;152.77;5.8;52.9;279.0;212.38;94.0;50.8;41.03;73.3;106.0;95.0;92.0;129.98;1.33;37.55;212.0;168.9;76.0
"ID7954468";"07/18/2005";"PACK_X";"Female";45.0;"Married";"Owner";"University";"Leader";"15_30k";0.0;0.0;0.02;1.0;0.0;0.0;0.0;0.0;0.02;1.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.62;0.0;0.05;4.0;8.0;6.0;1.62;0.0;1.05;7.0;2.67;11.0;10.92;0.42;2.68;22.0;14.0;8.0;6.27;6.95;3.85;16.0;17.07;26.0
"ID7954833";"07/21/2005";"PACK_Z";"Male";22.0;"Single";"Owner";"Highschool";"Public_Employee";"30_60k";0.02;0.0;0.0;0.0;1.0;0.0;0.02;0.0;0.0;1.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID7954861";"07/30/2005";"PACK_X";"Female";47.0;"Divorced";"Owner";"Highschool";"Public_Employee";"15_30k";0.38;0.0;0.0;4.0;25.0;4.0;0.0;0.0;0.38;4.0;0.38;29.0;20.93;1.23;1.53;10.0;50.0;22.0;2.55;0.0;21.15;8.0;23.7;74.0;0.0;0.53;0.17;5.0;37.0;30.0;0.0;0.0;1.18;4.0;1.18;90.0;3.02;0.0;3.9;8.0;25.0;20.0;4.87;0.0;2.05;9.0;6.92;62.0
"ID7955228";"08/09/2005";"PACK_B";"Female";28.0;"Married";"Owner";"University";"Public_Employee";"30_60k";20.9;138.05;260.55;149.0;27.0;86.0;79.93;0.48;339.07;248.0;419.27;12.0;69.42;90.6;115.63;82.0;53.0;85.0;55.4;1.12;230.07;221.0;294.0;32.0;26.4;18.1;15.03;23.0;31.0;20.0;7.03;6.9;46.83;65.0;64.93;10.0;7.68;28.88;39.88;36.0;23.0;21.0;22.32;3.8;56.58;69.0;82.7;25.0
"ID8050896";"11/19/2004";"PACK_B";"Male";46.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";0.17;0.0;0.0;0.0;1.0;0.0;0.17;0.0;0.0;1.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID8051129";"12/03/2004";"PACK_B";"Male";22.0;"Single";"Family_Member";"Highschool";"Labourer";"30_60k";9.33;0.05;5.05;17.0;31.0;1.0;7.3;0.88;5.4;37.0;14.43;12.0;0.37;0.45;0.45;2.0;12.0;3.0;0.5;0.77;0.0;4.0;1.27;13.0;1.27;0.0;0.0;13.0;18.0;10.0;0.78;0.48;0.0;2.0;1.27;39.0;3.22;0.07;0.0;20.0;27.0;8.0;1.22;0.0;1.5;13.0;3.22;38.0
"ID8051680";"01/16/2005";"PACK_B";"Male";24.0;"Single";"Family_Member";"Highschool";"Labourer";"15_30k";6.87;21.35;11.42;33.0;20.0;16.0;11.07;1.28;27.28;34.0;39.63;35.0;5.03;11.52;6.88;6.0;13.0;18.0;6.33;0.0;17.1;28.0;23.43;9.0;5.17;14.02;27.32;27.0;15.0;19.0;12.83;0.0;32.4;37.0;45.23;23.0;5.8;15.52;7.17;6.0;61.0;10.0;5.83;0.0;22.53;27.0;28.37;48.0
"ID8051687";"02/10/2005";"PACK_B";"Female";25.0;"In_Relationship";"Other";"Primary_School";"Public_Employee";"30_60k";6.07;0.0;4.45;6.0;8.0;0.0;10.52;0.0;0.0;14.0;10.52;0.0;0.0;0.02;0.0;0.0;0.0;1.0;0.02;0.0;0.0;1.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID8052523";"02/28/2005";"PACK_B";"Female";25.0;"Single";"Owner";"Highschool";"Public_Employee";"15_30k";10.48;14.9;30.95;18.0;24.0;13.0;3.27;0.6;52.47;54.0;56.33;1.0;20.77;41.4;40.2;19.0;24.0;22.0;4.92;2.42;95.03;64.0;102.37;1.0;24.03;18.17;41.43;23.0;27.0;9.0;14.58;0.65;68.4;55.0;83.63;4.0;23.58;36.1;107.83;43.0;29.0;25.0;6.93;2.68;147.78;83.0;157.4;8.0
"ID8053338";"06/01/2005";"PACK_B";"Male";38.0;"Divorced";"Owner";"University";"Public_Employee";"30_60k";0.85;3.37;0.3;28.0;33.0;19.0;0.9;0.02;3.6;21.0;4.52;59.0;1.38;0.07;0.9;20.0;28.0;13.0;0.97;0.0;1.38;19.0;2.35;42.0;1.65;0.13;0.87;42.0;78.0;21.0;1.73;0.0;0.92;17.0;2.65;124.0;1.97;0.13;0.1;22.0;69.0;39.0;0.93;0.0;1.25;21.0;2.18;92.0
"ID8053682";"11/05/2005";"PACK_B";"Female";28.0;"Married";"Owner";"University";"Public_Employee";"30_60k";239.3;290.82;301.9;272.0;210.0;273.0;585.63;4.75;219.87;715.0;832.02;40.0;191.93;188.18;305.55;281.0;243.0;251.0;507.53;1.2;148.3;648.0;685.67;127.0;203.88;244.6;165.83;247.0;301.0;316.0;473.88;3.92;147.45;620.0;661.78;352.0;134.02;252.73;158.52;188.0;273.0;294.0;426.18;6.18;142.05;560.0;595.18;311.0
"ID8055261";"11/17/2005";"PACK_X";"Male";33.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";0.0;0.65;0.0;0.0;0.0;2.0;0.65;0.0;0.0;2.0;0.65;0.0;0.0;0.0;0.02;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.25;11.08;10.57;21.0;30.0;11.0;36.27;5.5;14.12;45.0;57.22;8.0
"ID8055750";"10/15/2005";"PACK_Z";"Female";49.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";0.0;10.03;54.2;26.0;0.0;6.0;51.23;6.63;8.35;34.0;66.22;0.0;10.15;50.88;41.78;18.0;5.0;25.0;67.45;17.17;22.97;48.0;107.58;3.0;26.67;39.57;36.35;13.0;14.0;18.0;62.28;4.95;35.35;43.0;102.58;2.0;27.32;25.87;29.62;12.0;17.0;10.0;37.67;28.63;22.48;40.0;88.85;0.0
"ID8055857";"10/22/2005";"PACK_Z";"Female";47.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";10.57;0.57;4.65;2.0;3.0;1.0;0.0;9.0;6.78;6.0;15.78;0.0;9.27;9.97;31.05;11.0;3.0;4.0;0.63;18.55;35.97;20.0;55.15;0.0;3.88;7.0;43.18;10.0;3.0;1.0;0.18;22.4;31.58;15.0;54.17;0.0;6.65;13.3;3.18;1.0;2.0;2.0;0.0;0.0;31.92;8.0;31.92;0.0
"ID8120239";"10/17/2004";"PACK_E";"Male";50.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";19.88;116.82;164.15;115.0;126.0;69.0;16.58;5.02;279.25;67.0;300.85;243.0;16.55;36.95;75.32;32.0;35.0;38.0;32.97;1.55;94.3;33.0;128.82;72.0;13.57;15.77;2.65;2.0;11.0;9.0;28.73;0.0;3.25;18.0;31.98;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID8128100";"03/28/2005";"PACK_B";"Female";48.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";5.45;0.0;0.02;1.0;11.0;0.0;1.0;0.0;4.47;12.0;5.47;0.0;7.88;0.0;0.0;0.0;7.0;0.0;3.52;0.0;4.37;7.0;7.88;0.0;5.28;0.0;0.0;0.0;5.0;0.0;2.4;2.12;0.77;5.0;5.28;0.0;0.87;0.0;0.0;0.0;1.0;0.0;0.0;0.87;0.0;1.0;0.87;0.0
"ID8128490";"01/19/2005";"PACK_B";"Male";28.0;"Divorced";"Owner";"Highschool";"Executive";"Over_60k";62.9;11.23;14.72;10.0;75.0;13.0;10.35;0.0;78.5;97.0;88.85;1.0;7.88;0.0;1.28;3.0;6.0;0.0;4.08;0.0;5.08;9.0;9.17;0.0;3.37;2.23;1.95;4.0;6.0;1.0;1.95;0.0;3.37;4.0;5.32;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID8151003";"11/29/2004";"PACK_B";"Male";28.0;"Married";"Owner";"Highschool";"Labourer";"Over_60k";81.45;24.12;78.27;99.0;91.0;57.0;74.8;1.52;106.13;201.0;183.83;46.0;140.67;49.67;175.57;171.0;111.0;80.0;171.25;1.93;192.72;281.0;365.9;81.0;24.55;39.13;31.65;89.0;39.0;59.0;45.6;0.33;49.4;144.0;95.33;43.0;66.82;28.33;26.4;52.0;97.0;39.0;50.77;0.23;70.55;167.0;121.55;21.0
"ID8152239";"04/11/2005";"PACK_Z";"Female";32.0;"Married";"Owner";"Highschool";"Executive";"15_30k";1.0;0.0;1.38;2.0;3.0;0.0;1.98;0.73;0.58;6.0;3.3;0.0;0.0;0.35;0.0;0.0;0.0;3.0;0.35;0.0;0.0;3.0;0.35;0.0;19.58;0.47;0.72;3.0;18.0;3.0;16.43;0.0;4.33;23.0;20.77;1.0;6.4;7.65;6.82;7.0;6.0;10.0;18.65;0.88;11.1;29.0;30.63;2.0
"ID8152482";"05/09/2005";"PACK_B";"Female";44.0;"Divorced";"Owner";"University";"Public_Employee";"15_30k";77.95;34.47;51.05;49.0;116.0;32.0;48.48;12.22;102.48;189.0;163.47;8.0;116.52;35.02;43.6;39.0;119.0;51.0;69.27;13.4;112.47;197.0;195.13;12.0;82.1;25.35;34.78;38.0;116.0;48.0;53.6;10.68;74.9;183.0;139.18;11.0;118.92;43.77;54.17;63.0;117.0;52.0;46.62;5.15;156.63;178.0;208.7;35.0
"ID8152730";"02/26/2005";"PACK_B";"Male";32.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";44.17;13.92;27.43;22.0;57.0;16.0;50.75;4.5;30.27;92.0;85.52;3.0;15.32;23.77;14.82;13.0;27.0;35.0;26.73;4.8;22.37;72.0;53.9;3.0;30.73;9.97;15.15;13.0;25.0;14.0;27.38;0.0;28.47;49.0;55.85;3.0;1.25;2.52;0.0;0.0;3.0;2.0;1.78;0.0;1.98;3.0;3.77;3.0
"ID8153747";"05/26/2005";"PACK_B";"Male";18.0;"Single";"Other";"University";"Public_Employee";"30_60k";7.42;0.97;2.48;17.0;26.0;16.0;2.17;0.0;8.7;26.0;10.87;33.0;3.57;1.0;2.82;24.0;13.0;14.0;0.22;0.0;7.17;18.0;7.38;33.0;4.08;1.18;0.35;2.0;21.0;11.0;0.0;0.0;3.2;12.0;5.62;21.0;3.48;1.17;4.8;11.0;16.0;9.0;2.92;0.0;6.9;16.0;9.82;18.0
"ID8154512";"06/24/2005";"PACK_Z";"Male";38.0;"Married";"Owner";"University";"Leader";"30_60k";12.53;2.07;5.82;4.0;17.0;7.0;6.93;1.52;18.62;29.0;27.07;11.0;32.95;5.97;2.42;7.0;29.0;12.0;46.95;5.83;16.67;59.0;64.87;1.0;16.68;21.75;13.48;14.0;23.0;17.0;7.1;2.45;47.32;50.0;56.87;13.0;25.02;36.23;19.0;16.0;29.0;57.0;34.5;9.85;42.48;58.0;86.83;62.0
"ID8155114";"08/12/2005";"PACK_X";"Female";33.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";76.55;21.87;23.02;23.0;52.0;17.0;20.58;31.07;68.6;89.0;121.43;3.0;99.02;25.8;43.4;24.0;64.0;17.0;50.78;39.37;73.05;105.0;168.22;0.0;61.38;50.35;45.07;19.0;39.0;21.0;80.38;48.65;26.63;77.0;156.8;2.0;122.53;12.1;21.32;11.0;82.0;15.0;66.23;36.85;51.85;109.0;157.18;0.0
"ID8155435";"11/28/2005";"PACK_X";"Male";20.0;"Single";"Owner";"University";"Leader";"30_60k";11.68;5.05;0.87;2.0;16.0;6.0;6.88;5.55;5.17;22.0;17.6;2.0;12.45;12.6;5.48;3.0;10.0;12.0;13.95;1.32;15.27;24.0;30.53;1.0;17.95;6.27;3.02;7.0;14.0;9.0;2.97;2.65;21.62;26.0;26.77;2.0;0.57;2.9;0.0;0.0;3.0;4.0;2.38;0.0;1.02;4.0;3.47;3.0
"ID8155609";"10/03/2005";"PACK_X";"Male";27.0;"Married";"Owner";"University";"Public_Employee";"30_60k";11.55;5.95;7.1;25.0;32.0;25.0;19.08;0.0;3.57;31.0;24.6;51.0;6.32;1.9;0.33;12.0;30.0;27.0;1.9;1.77;3.87;19.0;8.55;50.0;3.03;15.85;5.3;14.0;25.0;15.0;21.55;2.18;0.45;15.0;24.18;39.0;14.9;0.08;16.18;29.0;40.0;6.0;28.5;1.02;1.65;26.0;31.17;49.0
"ID8228596";"01/26/2005";"PACK_B";"Male";24.0;"Single";"Other";"Highschool";"Labourer";"15_30k";4.02;1.2;0.73;9.0;5.0;6.0;4.42;0.0;1.53;11.0;5.95;9.0;2.67;0.0;4.67;1.0;2.0;0.0;7.33;0.0;0.0;3.0;7.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.87;7.17;28.93;32.0;11.0;11.0;16.5;0.0;21.93;28.0;38.43;23.0
"ID8229314";"06/26/2005";"PACK_B";"Male";23.0;"Single";"Owner";"University";"Public_Employee";"15_30k";1.58;17.83;0.0;0.0;8.0;21.0;7.72;0.0;11.7;6.0;19.42;23.0;3.88;9.33;0.0;7.0;3.0;19.0;2.92;1.1;3.57;9.0;13.22;20.0;0.0;0.0;0.0;4.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;10.32;5.65;0.0;32.0;14.0;18.0;0.47;3.55;11.95;24.0;15.97;40.0
"ID8229735";"03/20/2005";"PACK_Z";"Male";27.0;"Single";"Owner";"University";"Labourer";"Over_60k";62.9;50.9;6.82;19.0;79.0;41.0;94.87;0.0;15.53;51.0;134.02;111.0;3.03;9.58;0.0;5.0;13.0;12.0;13.7;0.0;0.0;4.0;13.7;36.0;19.42;9.43;2.07;3.0;6.0;14.0;18.97;0.0;0.0;10.0;38.38;12.0;14.98;4.3;16.8;26.0;42.0;12.0;12.63;0.0;29.7;34.0;56.23;65.0
"ID8250711";"09/30/2004";"PACK_E";"Male";28.0;"Married";"Owner";"University";"Leader";"30_60k";206.83;91.63;55.45;76.0;152.0;70.0;200.15;85.9;66.02;235.0;329.48;43.0;28.8;7.88;12.88;21.0;19.0;25.0;16.8;0.42;32.35;63.0;49.57;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID8250814";"09/27/2004";"PACK_X";"Male";31.0;"Married";"Owner";"Highschool";"Executive";"30_60k";63.33;16.47;14.1;78.0;110.0;61.0;71.97;0.63;14.63;96.0;93.9;153.0;105.35;12.67;18.23;27.0;102.0;44.0;86.35;1.78;34.42;141.0;136.25;32.0;21.52;5.37;19.72;42.0;62.0;19.0;37.17;1.03;5.73;65.0;46.6;51.0;42.48;14.63;26.82;29.0;77.0;58.0;37.03;7.22;25.0;77.0;73.77;64.0
"ID8251452";"12/08/2004";"PACK_B";"Female";24.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";5.65;26.33;56.6;22.0;15.0;14.0;41.3;6.82;40.47;42.0;88.58;9.0;21.53;33.48;60.22;30.0;11.0;20.0;87.87;6.37;13.48;42.0;107.72;18.0;0.17;22.58;26.9;19.0;14.0;16.0;25.42;0.62;15.67;32.0;49.65;17.0;48.98;85.98;66.15;63.0;52.0;53.0;145.98;1.98;72.62;104.0;220.58;77.0
